,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
2019/01/12 15:00:00+00,10.700000,4.100000,21.100000,0,3.500000,26.400000,44.200000,283
2019/01/12 16:00:00+00,12.500000,4.600000,21.500000,0,4,27.600000,40.300000,284
2019/01/12 17:00:00+00,9.600000,5.900000,24.200000,0,4,30.500000,35.700000,285
2019/01/12 18:00:00+00,7.500000,,27.700000,0,4.100000,34.100000,31.400000,286
2019/01/12 19:00:00+00,9.800000,7.500000,26.700000,0,2.500000,30.500000,36.100000,287
2019/01/12 20:00:00+00,7.100000,4.400000,20.200000,0,2.200000,23.500000,46,288
2019/01/12 21:00:00+00,5.600000,,13,0,1.500000,15.300000,53.400000,289
2019/01/12 22:00:00+00,8.200000,5.600000,11.700000,0.100000,1.300000,13.800000,56.500000,290
2019/01/12 23:00:00+00,13,5.100000,12.300000,0.200000,1.600000,14.900000,57.200000,291
2019/01/13 00:00:00+00,12.400000,8.600000,13.300000,0,1.300000,15.300000,56.600000,292
2019/01/13 01:00:00+00,11.300000,6.200000,12.500000,0.100000,1.100000,14.300000,57.100000,293
2019/01/13 02:00:00+00,8.800000,6.100000,9.100000,0,0.600000,10,56.100000,294
2019/01/13 03:00:00+00,8,4,7.100000,0.500000,0.100000,7.300000,56.700000,295
2019/01/13 04:00:00+00,11.100000,2.200000,7.600000,0.400000,0.900000,8.900000,58.400000,296
2019/01/13 05:00:00+00,15,2.700000,5.500000,0.700000,0.200000,5.700000,58.900000,297
2019/01/13 06:00:00+00,13,8.200000,6.500000,1,0.700000,7.600000,58.500000,298
2019/01/13 07:00:00+00,10.600000,5.900000,8.100000,1.200000,1.200000,9.900000,60.500000,299
2019/01/13 08:00:00+00,8.700000,1.800000,7.100000,1.100000,0.900000,8.600000,61.100000,300
2019/01/13 09:00:00+00,9.300000,6.500000,7.900000,1.200000,1.400000,10.100000,61,301
2019/01/13 10:00:00+00,9.200000,5.100000,9.800000,1.300000,1.900000,12.800000,61.500000,302
2019/01/13 11:00:00+00,9.800000,4.300000,7.600000,1.200000,1.800000,10.300000,63.700000,303
2019/01/13 12:00:00+00,8.500000,3.600000,9,1.800000,2.300000,12.600000,64,304
2019/01/13 13:00:00+00,6.900000,5,9.200000,1.700000,2.400000,12.800000,65.300000,305
2019/01/13 14:00:00+00,7.500000,3.700000,8.200000,1.900000,1.500000,10.700000,68,306
2019/01/13 15:00:00+00,11.200000,7.800000,8.500000,2.100000,2.200000,11.900000,69.700000,307
2019/01/13 16:00:00+00,13.900000,7.300000,8.900000,2.200000,1.500000,11.300000,69.300000,308
2019/01/13 17:00:00+00,13.300000,7.200000,12,2.200000,1.200000,13.800000,66.800000,309
2019/01/13 18:00:00+00,13,8.300000,13.100000,2.300000,2,16.100000,65.100000,310
2019/01/13 19:00:00+00,17.600000,6.600000,13.800000,2.200000,2.700000,17.900000,64.700000,311
2019/01/13 20:00:00+00,10.500000,5.200000,9.500000,2,1.200000,11.300000,64.600000,312
2019/01/13 21:00:00+00,15.800000,9.600000,12.300000,2.300000,0.800000,13.700000,60.700000,313
2019/01/13 22:00:00+00,12.700000,9.600000,10.700000,2.300000,1.500000,12.900000,59.500000,314
2019/01/13 23:00:00+00,10.200000,5.600000,9.800000,2.100000,0.700000,11,58.800000,315
2019/01/14 00:00:00+00,13.200000,6.400000,9.600000,2.700000,1.300000,11.600000,59.100000,316
2019/01/14 01:00:00+00,12.600000,6.700000,5.700000,1.300000,0.500000,6.500000,61.900000,317
2019/01/14 02:00:00+00,11.400000,4.900000,5.400000,1.600000,0,5.300000,65.500000,318
2019/01/14 03:00:00+00,13.100000,6.500000,6.800000,1.500000,0,6.800000,68,319
2019/01/14 04:00:00+00,10.800000,6.200000,9.800000,1.800000,0,9.600000,65.100000,320
2019/01/14 05:00:00+00,10.700000,7.400000,18.300000,2,1.300000,20.300000,56.500000,321
2019/01/14 06:00:00+00,13.400000,5.500000,21.900000,1.900000,2.500000,25.800000,54.400000,322
2019/01/14 07:00:00+00,15.600000,7.700000,30.600000,1.900000,3.700000,36.200000,47.900000,323
2019/01/14 08:00:00+00,13.200000,6.400000,38.200000,1.900000,4.900000,45.700000,39,324
2019/01/14 09:00:00+00,19,7.400000,49,1.800000,7.400000,60.200000,,325
2019/01/14 10:00:00+00,20.300000,7.500000,34.100000,1.600000,6.700000,44.300000,42.200000,326
2019/01/14 11:00:00+00,16.600000,6.200000,26.800000,1.600000,5.100000,34.600000,50.400000,327
2019/01/14 12:00:00+00,16.900000,7.100000,21.500000,1.800000,4.300000,28.100000,54.600000,328
2019/01/14 13:00:00+00,18.100000,5.900000,20.800000,1.500000,4.700000,28,54.500000,329
2019/01/14 14:00:00+00,21.300000,6.600000,19.200000,1.800000,4,25.300000,55.800000,330
2019/01/14 15:00:00+00,22.100000,15.200000,23,2.100000,4.200000,29.400000,52.100000,331
2019/01/14 16:00:00+00,20.300000,11.900000,32.400000,1.100000,6.500000,42.400000,44.400000,332
2019/01/14 17:00:00+00,13.800000,8.100000,35.800000,1.400000,6.100000,45.100000,39.100000,333
2019/01/14 18:00:00+00,18.200000,5.500000,34.100000,1.600000,3.700000,39.800000,43,334
2019/01/14 19:00:00+00,13.900000,3.700000,33.700000,1.500000,4.300000,40.300000,40.800000,335
2019/01/14 20:00:00+00,17.200000,4.700000,38.100000,1.300000,4.400000,45,35.900000,336
2019/01/14 21:00:00+00,15.900000,8.800000,37,0.800000,2.700000,41.200000,34.800000,337
2019/01/14 22:00:00+00,21.100000,10.400000,37.700000,1.100000,2.400000,41.500000,31.600000,338
2019/01/14 23:00:00+00,17.200000,8.100000,40.900000,1.100000,3.800000,46.700000,26.700000,339
2019/01/15 00:00:00+00,14.800000,11.600000,31.500000,1.200000,1.800000,34.300000,33.200000,340
2019/01/15 01:00:00+00,18.800000,10.500000,31.800000,0,1.200000,33.500000,29.200000,341
2019/01/15 02:00:00+00,19.200000,13.100000,29.200000,0.100000,0.900000,30.600000,27.900000,342
2019/01/15 03:00:00+00,18.300000,12.500000,28.600000,0,0.900000,29.900000,29.300000,343
2019/01/15 04:00:00+00,18.600000,12.300000,21,0.200000,0.700000,22.100000,34.600000,344
2019/01/15 05:00:00+00,16.200000,8.500000,26.800000,0,3.300000,31.900000,28.800000,345
2019/01/15 06:00:00+00,18.900000,9.500000,54.700000,0.100000,9.300000,69,9.800000,346
2019/01/15 07:00:00+00,22.900000,10.300000,69.700000,0.200000,21,101.900000,3.300000,347
2019/01/15 08:00:00+00,18.600000,10.500000,70.100000,0,23.400000,106,4.500000,348
2019/01/15 09:00:00+00,34.700000,8.100000,57.900000,0,14.600000,80.100000,15.100000,349
2019/01/15 10:00:00+00,21.300000,10,50.300000,0,11,67.200000,24,350
2019/01/15 11:00:00+00,21.900000,7.300000,46.300000,0.100000,10.200000,62.100000,27,351
2019/01/15 12:00:00+00,15.400000,8.800000,32.900000,0,6.300000,42.500000,42.900000,352
2019/01/15 13:00:00+00,11.100000,8.700000,19.100000,0,3.400000,24.400000,56.600000,353
2019/01/15 14:00:00+00,11.200000,6.900000,19.200000,0,3.200000,24.100000,61.200000,354
2019/01/15 15:00:00+00,9.900000,4.700000,20.800000,0,3.400000,26.100000,58.300000,355
2019/01/15 16:00:00+00,14.700000,5.700000,26.500000,0,5.800000,35.300000,53,356
2019/01/15 17:00:00+00,12.300000,7,37.200000,0,5.400000,45.500000,42.900000,357
2019/01/15 18:00:00+00,14.100000,5.900000,37.200000,0,4.700000,44.400000,42,358
2019/01/15 19:00:00+00,16.600000,10.800000,42.500000,0,4.200000,48.900000,35.100000,359
2019/01/15 20:00:00+00,11,11.300000,39.300000,0,1.200000,41.100000,35.400000,360
2019/01/15 21:00:00+00,14,11.200000,30.200000,0,1,31.900000,43.500000,361
2019/01/15 22:00:00+00,18,8.900000,26,0.100000,0.400000,26.700000,46.300000,362
2019/01/15 23:00:00+00,9.200000,6.400000,16.200000,0,0.900000,17.500000,55.400000,363
2019/01/16 00:00:00+00,11.600000,6.700000,13,0,0.200000,13.400000,56.800000,364
2019/01/16 01:00:00+00,12.600000,7.900000,25.200000,0.700000,0.300000,25.700000,40.100000,365
2019/01/16 02:00:00+00,13.300000,9.400000,34.900000,0.900000,0.600000,35.900000,28,366
2019/01/16 03:00:00+00,17.700000,9.800000,41.400000,0.600000,1,42.900000,21,367
2019/01/16 04:00:00+00,16.900000,12.200000,55,0.900000,2.800000,59.200000,7.700000,368
2019/01/16 05:00:00+00,15.200000,10.300000,62.900000,0.800000,14,84.300000,0.800000,369
2019/01/16 06:00:00+00,25.500000,10.200000,69.400000,0.600000,50.900000,147.400000,0,370
2019/01/16 07:00:00+00,28.100000,14.200000,73.400000,0.700000,82.200000,199.300000,0,371
2019/01/16 08:00:00+00,32.400000,18.300000,77.700000,0.900000,103.200000,235.800000,0,372
2019/01/16 09:00:00+00,37.100000,19,72.700000,0.900000,78.100000,192.400000,1.300000,373
2019/01/16 10:00:00+00,51.500000,25,69.200000,2,82.500000,195.700000,5.200000,374
2019/01/16 11:00:00+00,34,19.300000,52.100000,1.900000,31.900000,101.100000,17.100000,375
2019/01/16 12:00:00+00,31.600000,13.600000,45.900000,1.700000,25.600000,85.100000,22,376
2019/01/16 13:00:00+00,20.300000,10.800000,33.100000,0.300000,11.600000,50.800000,38.300000,377
2019/01/16 14:00:00+00,19.500000,14.300000,28.800000,0.200000,8.700000,42.100000,44.400000,378
2019/01/16 15:00:00+00,20.900000,13.700000,29.200000,0.200000,4.700000,36.500000,46,379
2019/01/16 16:00:00+00,18.700000,13.800000,33.700000,0.100000,5.200000,41.700000,39.300000,380
2019/01/16 17:00:00+00,19.800000,11,34.400000,0.200000,2.400000,38,41.100000,381
2019/01/16 18:00:00+00,19.900000,19.700000,35.400000,0.200000,4.100000,41.700000,35.700000,382
2019/01/16 19:00:00+00,24,14.600000,30.600000,0,3.100000,35.300000,40.800000,383
2019/01/16 20:00:00+00,21.100000,16.600000,21,0,2.100000,24.200000,43.900000,384
2019/01/16 21:00:00+00,21.500000,13.500000,17.200000,0,1,18.700000,45,385
2019/01/16 22:00:00+00,22.300000,9.800000,16,0,0.800000,17.300000,41.500000,386
2019/01/16 23:00:00+00,17.100000,16.900000,16.100000,0,0.400000,16.700000,37.900000,387
2019/01/17 00:00:00+00,12.900000,8,14.800000,0,0.800000,16,37.500000,388
2019/01/17 01:00:00+00,10.700000,,22.600000,0.300000,1.400000,24.800000,29.300000,389
2019/01/17 02:00:00+00,11.500000,9.700000,14.600000,0.500000,0.100000,14.700000,43.800000,390
2019/01/17 03:00:00+00,7.300000,5.500000,17.400000,1.200000,0.200000,17.700000,48.800000,391
2019/01/17 04:00:00+00,3.700000,3.100000,26.800000,1,0.300000,27.300000,42.200000,392
2019/01/17 05:00:00+00,2.400000,,43.100000,1.300000,2.200000,46.500000,26.400000,393
2019/01/17 06:00:00+00,3.800000,,44.500000,1.200000,4.600000,51.400000,28.900000,394
2019/01/17 07:00:00+00,8,4.400000,53.900000,1.200000,7.900000,65.900000,20.300000,395
2019/01/17 08:00:00+00,6,4,38.300000,1.300000,7,49.100000,32.600000,396
2019/01/17 09:00:00+00,14.700000,5.200000,32.300000,1.400000,17,58.400000,38.600000,397
2019/01/17 10:00:00+00,10,3.100000,21.300000,1.400000,5.800000,30.200000,51.800000,398
2019/01/17 11:00:00+00,14.800000,4.800000,17.100000,1.500000,5.500000,25.400000,56.200000,399
2019/01/17 12:00:00+00,8.600000,4.200000,16.400000,1.800000,5.300000,24.600000,57.800000,400
2019/01/17 13:00:00+00,11.300000,7.700000,15.500000,1.900000,4.800000,22.700000,60.900000,401
2019/01/17 14:00:00+00,11.300000,7.800000,20.900000,1.900000,5.200000,28.900000,56.100000,402
2019/01/17 15:00:00+00,10.300000,6.900000,31.900000,1.500000,3.900000,37.900000,46.500000,403
2019/01/17 16:00:00+00,9.700000,5.200000,33.200000,1.500000,6,42.300000,44.700000,404
2019/01/17 17:00:00+00,7.500000,4.300000,37.700000,1.700000,5.100000,45.500000,37.700000,405
2019/01/17 18:00:00+00,10.800000,4.100000,35.600000,2.100000,4.400000,42.500000,40.600000,406
2019/01/17 19:00:00+00,16.200000,3.500000,39.600000,1.800000,3.600000,45.100000,38.500000,407
2019/01/17 20:00:00+00,18.100000,8.800000,50.100000,1.800000,3.600000,55.700000,26.100000,408
2019/01/17 21:00:00+00,20,10.800000,52.500000,1.600000,2.700000,56.500000,22.800000,409
2019/01/17 22:00:00+00,19.200000,11.200000,50.300000,1.500000,3.800000,56.100000,22.500000,410
2019/01/17 23:00:00+00,19.900000,12.800000,54.900000,1.200000,2.900000,59.300000,15.100000,411
2019/01/18 00:00:00+00,21.600000,11.900000,60.600000,1.200000,9.800000,75.800000,7.600000,412
2019/01/18 01:00:00+00,17.600000,10.700000,69.200000,2.600000,18.500000,97.600000,0.100000,413
2019/01/18 02:00:00+00,21.700000,11.100000,61.100000,2.600000,17,87.300000,3,414
2019/01/18 03:00:00+00,19,14.100000,61.200000,4.300000,30.400000,107.800000,0,415
2019/01/18 04:00:00+00,24.300000,16.800000,64.100000,2,56.200000,150.100000,0,416
2019/01/18 05:00:00+00,28.900000,12.400000,64.700000,2.300000,57.800000,153.300000,0,417
2019/01/18 06:00:00+00,31.900000,12.800000,72.600000,2.600000,104.800000,233.300000,0,418
2019/01/18 07:00:00+00,45.200000,19.800000,83.200000,3.800000,183.700000,364.900000,0,419
2019/01/18 08:00:00+00,44.100000,24.100000,94.700000,3.600000,267.500000,504.900000,0.400000,420
2019/01/18 09:00:00+00,55,34.300000,120.700000,4.200000,418.300000,762,0.400000,421
2019/01/18 10:00:00+00,99.800000,73.800000,105,4.600000,307.800000,576.900000,3,422
2019/01/18 11:00:00+00,45.900000,27.700000,66.800000,3.200000,102.200000,223.500000,6.100000,423
2019/01/18 12:00:00+00,34.400000,17.200000,63.500000,5.700000,54.100000,146.500000,13,424
2019/01/18 13:00:00+00,28.300000,12.800000,39.700000,6.200000,15.700000,63.700000,34.900000,425
2019/01/18 14:00:00+00,22.400000,10.100000,30.300000,2.900000,8.500000,43.200000,47.500000,426
2019/01/18 15:00:00+00,24.200000,9.800000,24.100000,2.300000,4.200000,30.700000,52.700000,427
2019/01/18 16:00:00+00,23.100000,11.700000,32.400000,2.300000,3.700000,38,40.600000,428
2019/01/18 17:00:00+00,25,15.800000,52,2,4.100000,58.300000,21.500000,429
2019/01/18 18:00:00+00,33.800000,17.100000,69.300000,2,11,86.200000,6.800000,430
2019/01/18 19:00:00+00,33.600000,21,67.900000,1.600000,15.500000,91.700000,5.900000,431
2019/01/18 20:00:00+00,36.900000,24.200000,52.800000,1.100000,6.100000,62.100000,6.900000,432
2019/01/18 21:00:00+00,34.700000,24,43.400000,,6.100000,52.700000,8.700000,433
2019/01/18 22:00:00+00,35.600000,21.700000,43.700000,,6.700000,53.900000,8.400000,434
2019/01/18 23:00:00+00,30.100000,23.200000,38.800000,,4.200000,45.200000,10.900000,435
2019/01/19 00:00:00+00,24.300000,17.500000,36.300000,,4.100000,42.500000,13,436
2019/01/19 01:00:00+00,22,17.900000,26.800000,,1.400000,29.100000,20.500000,437
2019/01/19 02:00:00+00,20.500000,14.900000,25.100000,,1.200000,26.900000,21.900000,438
2019/01/19 03:00:00+00,16.300000,10.700000,28.700000,,1.400000,30.900000,20.300000,439
2019/01/19 04:00:00+00,18.100000,10.100000,28,,1.500000,30.200000,21.600000,440
2019/01/19 05:00:00+00,14,7.700000,27.800000,,3,32.400000,21.400000,441
2019/01/19 06:00:00+00,14.600000,11.400000,29.600000,,3,34.200000,19.700000,442
2019/01/19 07:00:00+00,18.200000,14.200000,29.200000,,2.700000,33.300000,19.400000,443
2019/01/19 08:00:00+00,13.200000,11.300000,35.900000,,5.100000,43.700000,12.300000,444
2019/01/19 09:00:00+00,20.500000,13,37.400000,,9.900000,52.600000,15,445
2019/01/19 10:00:00+00,18.800000,12.500000,30.900000,,10.700000,47.300000,21.600000,446
2019/01/19 11:00:00+00,16.600000,17.500000,27.900000,,9.300000,42.200000,23.400000,447
2019/01/19 12:00:00+00,20.200000,20.600000,30.100000,,8.300000,42.700000,22.500000,448
2019/01/19 13:00:00+00,16.500000,15.400000,27.900000,,6,37,24.100000,449
2019/01/19 14:00:00+00,21.800000,12.300000,31.700000,,6.400000,41.600000,19.400000,450
2019/01/19 15:00:00+00,21.500000,13.600000,32.600000,,5.700000,41.500000,18.300000,451
2019/01/19 16:00:00+00,23.600000,19.200000,37.300000,,6.200000,46.700000,14.800000,452
2019/01/19 17:00:00+00,23.900000,15.500000,35.800000,,4.700000,43.100000,14.500000,453
2019/01/19 18:00:00+00,20,16.900000,37.600000,,4.900000,45.100000,11.100000,454
2019/01/19 19:00:00+00,23,18.600000,37.300000,,5.200000,45.200000,9.800000,455
2019/01/19 20:00:00+00,19.900000,21.400000,38,,5.300000,46.100000,10,456
2019/01/19 21:00:00+00,20.800000,19.900000,34.400000,,3.700000,40.200000,14.500000,457
2019/01/19 22:00:00+00,24,18.400000,32.600000,,3.700000,38.300000,13.100000,458
2019/01/19 23:00:00+00,18.800000,19.300000,29.800000,,1.900000,32.800000,15.400000,459
2019/01/20 00:00:00+00,16.500000,16.400000,24.500000,,1,26.100000,19.900000,460
2019/01/20 01:00:00+00,22.800000,21.700000,27.300000,0.300000,0.600000,28,13.400000,461
2019/01/20 02:00:00+00,25.800000,23.300000,24,0.600000,0.400000,24.800000,17,462
2019/01/20 03:00:00+00,22.800000,20.800000,24.800000,0.400000,0.100000,25.100000,14.900000,463
2019/01/20 04:00:00+00,24.700000,21.900000,22.600000,0.400000,0.200000,23,14.100000,464
2019/01/20 05:00:00+00,27.700000,23.600000,22.300000,0.500000,0.500000,23,15.700000,465
2019/01/20 06:00:00+00,24.200000,25.200000,28.600000,0.500000,1.900000,31.600000,7.600000,466
2019/01/20 07:00:00+00,20.300000,23.900000,29.500000,0.400000,2.400000,33.200000,7,467
2019/01/20 08:00:00+00,23,18,27,0.800000,4.900000,34.600000,10,468
2019/01/20 09:00:00+00,27.900000,24.600000,27.800000,0.700000,5.800000,36.700000,10.300000,469
2019/01/20 10:00:00+00,25.600000,15.200000,30.600000,0.900000,10.500000,46.700000,9.600000,470
2019/01/20 11:00:00+00,23.700000,23.100000,39,0.800000,18.200000,67.100000,9.300000,471
2019/01/20 12:00:00+00,20.100000,20.800000,39.500000,1.300000,18.900000,68.400000,7.500000,472
2019/01/20 13:00:00+00,18.200000,21.300000,33.800000,1.200000,11.800000,52,9.900000,473
2019/01/20 14:00:00+00,23.200000,21.500000,35,1.200000,11.500000,52.600000,9.400000,474
2019/01/20 15:00:00+00,28.700000,26.900000,35.600000,0.900000,10.700000,51.900000,10,475
2019/01/20 16:00:00+00,35.200000,26.900000,39.300000,1.300000,12.600000,58.500000,5.300000,476
2019/01/20 17:00:00+00,23.300000,21.700000,43.600000,1.100000,11.200000,60.800000,3.800000,477
2019/01/20 18:00:00+00,29.200000,27.800000,42.400000,1.300000,9,56.300000,6.500000,478
2019/01/20 19:00:00+00,32.600000,24.800000,36.100000,1.200000,7,46.900000,16.100000,479
2019/01/20 20:00:00+00,27.500000,28.700000,29.500000,1.200000,4.200000,35.900000,26.800000,480
2019/01/20 21:00:00+00,24.400000,20.900000,27.500000,1.300000,2.400000,31.200000,32.700000,481
2019/01/20 22:00:00+00,17.400000,13.400000,27.200000,1.400000,1.900000,30.200000,38.600000,482
2019/01/20 23:00:00+00,33.900000,29.400000,39.200000,1.700000,4.500000,46.100000,11.400000,483
2019/01/21 00:00:00+00,37.500000,33.200000,48.100000,2.900000,9.400000,62.400000,2.600000,484
2019/01/21 01:00:00+00,43.100000,40.100000,49.400000,,9.800000,64.400000,0.300000,485
2019/01/21 02:00:00+00,36.300000,34.400000,44.100000,,5.100000,52.200000,1.100000,486
2019/01/21 03:00:00+00,38.200000,36.200000,44.700000,,7.700000,56.600000,0.100000,487
2019/01/21 04:00:00+00,37.100000,34.400000,44.200000,,8,56.400000,0,488
2019/01/21 05:00:00+00,41.200000,36.600000,44.100000,,18.200000,72,0,489
2019/01/21 06:00:00+00,47.600000,39.400000,48.300000,,35.900000,103.500000,0,490
2019/01/21 07:00:00+00,47.100000,36.900000,51.900000,,59.200000,142.600000,0,491
2019/01/21 08:00:00+00,49.900000,39,57.800000,,74.400000,172,0,492
2019/01/21 09:00:00+00,50.100000,43.400000,54.200000,,74.200000,167.900000,1.100000,493
2019/01/21 10:00:00+00,51.400000,43.500000,51.800000,,69.800000,158.800000,4.300000,494
2019/01/21 11:00:00+00,48.400000,41.200000,47.200000,,56.300000,133.600000,8.300000,495
2019/01/21 12:00:00+00,48,38.400000,41.400000,,36.200000,96.900000,13.700000,496
2019/01/21 13:00:00+00,43.100000,31.200000,41.400000,,30,87.400000,17.700000,497
2019/01/21 14:00:00+00,43.100000,36.800000,49.300000,,27.800000,91.900000,19.500000,498
2019/01/21 15:00:00+00,43.200000,31.300000,56.200000,,24.800000,94.100000,15.500000,499
2019/01/21 16:00:00+00,52.900000,40.900000,68.500000,,32.200000,117.900000,5.100000,500
2019/01/21 17:00:00+00,54.600000,39.600000,74.900000,,49.100000,150.300000,0.400000,501
2019/01/21 18:00:00+00,69.400000,47.300000,80.800000,,90.100000,218.900000,0.700000,502
2019/01/21 19:00:00+00,69.800000,55.300000,84.200000,,113.800000,258.700000,2,503
2019/01/21 20:00:00+00,77.700000,61.700000,88.300000,,155.400000,326.500000,1.800000,504
2019/01/21 21:00:00+00,68.300000,59.700000,75.500000,,131,276.400000,1.200000,505
2019/01/21 22:00:00+00,61.100000,55.200000,57,,55.600000,142.200000,0,506
2019/01/21 23:00:00+00,49.800000,46.900000,45.800000,,20.900000,77.900000,0,507
2019/01/22 00:00:00+00,45.700000,48.100000,40.900000,,7.600000,52.500000,0.100000,508
2019/01/22 01:00:00+00,42.800000,35.500000,39.900000,,2.800000,44.200000,1.300000,509
2019/01/22 02:00:00+00,37.900000,37.300000,34.700000,,1.600000,37.100000,7.800000,510
2019/01/22 03:00:00+00,34.700000,31.900000,28.400000,,1.400000,30.600000,11.400000,511
2019/01/22 04:00:00+00,33.500000,29.700000,20.600000,,0.600000,21.600000,20.400000,512
2019/01/22 05:00:00+00,38.900000,30.400000,24.600000,,2.400000,28.300000,14.800000,513
2019/01/22 06:00:00+00,34.300000,34.300000,30.400000,,4.100000,36.600000,9.200000,514
2019/01/22 07:00:00+00,35.800000,32.100000,37.200000,,8,49.500000,4.400000,515
2019/01/22 08:00:00+00,36.200000,36,42,,12.300000,60.800000,1.600000,516
2019/01/22 09:00:00+00,42.800000,37.100000,39.300000,,9.700000,54.100000,5,517
